order_id,order_date,customer_id,product_id,product_category,product_price,quantity,order_value,discount_percentage,discount_amount,customer_city,warehouse_city,distance_km,is_remote_area,shipping_mode,expected_delivery_days,actual_delivery_days,delivery_delay,is_returned,return_reason,total_orders,past_return_rate,avg_order_value,review_rating,review_text,review_date,base_return_tendency,home_city,defect_rate
767,2024-02-05,197,P025,Home,429,1,429,0,0.0,Bangalore,Bangalore,10,0,Standard,5,5,0,1,QUALITY_DEFECT,3,0.5,8169.5,2.0,Bad item. Doesn't work properly and arrived damaged. Regret purchase.,2024-02-07,0.32456285038877725,Bangalore,0.005
768,2024-09-19,257,P054,Electronics,2082,1,2082,5,104.1,Chennai,Hyderabad,552,0,Standard,5,5,0,0,NO_RETURN,9,0.25,2113.38,4.0,"Reliable device. Good performance, though not exceptional. Worth the price.",2024-09-22,0.15822423375880823,Chennai,0.0594
769,2024-12-09,6,P021,Home,1306,1,1306,15,195.9,Pune,Mumbai,123,0,Standard,5,5,0,1,DELIVERY_DELAY,21,0.35,2198.65,,,,0.09392521508693728,Pune,0.005
770,2024-11-16,123,P062,Home,717,1,717,15,107.55,Hyderabad,Hyderabad,149,0,Express,2,2,0,0,NO_RETURN,15,0.1429,2004.07,,,,0.08903344212813782,Hyderabad,0.0315
771,2024-11-24,250,P064,Electronics,1698,1,1698,10,169.8,Ahmedabad,Mumbai,390,0,Express,4,4,0,0,NO_RETURN,17,0.5625,1540.19,5.0,Outstanding device. Features are top-notch and it's very user-friendly. Will buy again.,2024-11-26,0.344881825094307,Ahmedabad,0.0356
772,2024-05-10,242,P010,Electronics,1684,2,3368,15,505.2,Mumbai,Delhi,1103,0,Standard,7,7,0,0,NO_RETURN,4,0.0,2553.33,,,,0.28376739057300787,Mumbai,0.0301
773,2024-03-17,38,P056,Electronics,1499,1,1499,10,149.9,Chennai,Mumbai,1127,0,Express,2,5,3,1,QUALITY_DEFECT,3,0.0,882.0,2.0,This device is subpar. Features don't work as described. Packaging was damaged.,2024-04-03,0.15273929356947558,Chennai,0.0209
774,2024-11-15,29,P033,Home,989,1,989,0,0.0,Chennai,Hyderabad,445,0,Express,3,4,1,0,NO_RETURN,19,0.1667,3289.33,,,,0.15467566938464772,Chennai,0.005
775,2024-11-14,235,P008,Home,1259,3,3777,25,944.25,Hyderabad,Mumbai,688,0,Express,4,4,0,0,NO_RETURN,13,0.4167,3474.33,,,,0.042929589934521444,Hyderabad,0.0089
776,2024-01-10,3,P051,Home,825,1,825,15,123.75,Bangalore,Bangalore,10,0,Standard,5,5,0,1,QUALITY_DEFECT,2,0.0,977.0,4.0,This item works well. Good quality but not exceptional. Would buy again.,2024-01-15,0.19892271481602355,Bangalore,0.0155
777,2024-11-11,190,P056,Electronics,1447,1,1447,0,0.0,Hyderabad,Bangalore,516,0,Express,2,2,0,0,NO_RETURN,11,0.1,1409.6,3.0,Mediocre device. Functions but not as expected. Packaging was poor.,2024-11-21,0.0688260758580526,Hyderabad,0.0209
778,2024-10-18,294,P061,Clothing,993,1,993,25,248.25,Chennai,Mumbai,1164,0,Standard,6,6,0,1,QUALITY_DEFECT,15,0.3571,2622.29,,,,0.11245415515307722,Chennai,0.0073
779,2024-11-16,232,P063,Electronics,1229,1,1229,20,245.8,Bangalore,Mumbai,868,0,Standard,5,9,4,1,QUALITY_DEFECT,16,0.4,2607.4,4.0,"Good device overall. Works well but battery could be better. Still, good value for money.",2024-11-22,0.20756920804449747,Bangalore,0.15
780,2024-11-06,93,P076,Electronics,911,2,1822,0,0.0,Hyderabad,Mumbai,699,0,Standard,4,8,4,0,NO_RETURN,14,0.4615,2637.31,,,,0.11489817836304143,Hyderabad,0.0083
781,2024-02-05,215,P051,Home,842,3,2526,0,0.0,Bangalore,Delhi,1787,1,Express,3,3,0,1,QUALITY_DEFECT,1,0.0,2526.0,2.0,Disappointing quality. Cheap materials and poor finish. Delivery was slow.,2024-02-15,0.08688155676722108,Bangalore,0.0155
782,2024-08-06,122,P067,Home,1117,1,1117,5,55.85,Kolkata,Delhi,1475,1,Express,4,4,0,0,NO_RETURN,11,0.2,1462.5,4.0,"Decent item. Functional and well-made. Packaging was okay, arrived on time.",2024-08-21,0.052796909358833084,Kolkata,0.15
783,2024-05-15,192,P041,Electronics,1360,2,2720,25,680.0,Chennai,Hyderabad,494,0,Standard,4,4,0,1,DELIVERY_DELAY,2,1.0,900.0,1.0,Worst purchase ever. device broke immediately. Poor quality and no support.,2024-05-25,0.24997543343700587,Chennai,0.0525
784,2024-10-07,82,P025,Home,462,2,924,0,0.0,Kolkata,Kolkata,91,0,Express,2,2,0,0,NO_RETURN,8,0.1429,2115.29,5.0,"Love this item! Well-made, functional, and arrived in perfect condition. Great value.",2024-10-15,0.12423046528657122,Kolkata,0.005
785,2024-12-13,182,P044,Electronics,1095,1,1095,15,164.25,Hyderabad,Mumbai,564,0,Express,2,2,0,1,DELIVERY_DELAY,23,0.7273,2017.41,3.0,So-so device. Good price but quality is average. Arrived on time.,2024-12-15,0.4,Hyderabad,0.0829
786,2024-04-06,12,P073,Home,1049,1,1049,30,314.7,Pune,Delhi,1169,0,Standard,5,7,2,1,QUALITY_DEFECT,5,0.0,1868.25,3.0,This item does the job. Average quality and arrived on time. Not exceptional.,2024-04-14,0.05383153251198716,Pune,0.0197
787,2024-05-06,222,P075,Home,1115,1,1115,0,0.0,Delhi,Mumbai,1252,1,Standard,6,9,3,0,NO_RETURN,6,0.2,2780.2,,,,0.08960233334938981,Delhi,0.0073
788,2024-02-08,190,P035,Electronics,1023,1,1023,0,0.0,Hyderabad,Mumbai,630,0,Standard,7,7,0,0,NO_RETURN,3,0.0,1480.5,4.0,Solid device. Performs as expected with minor issues. Fast delivery and decent quality.,2024-02-25,0.0688260758580526,Hyderabad,0.023
789,2024-10-31,148,P048,Electronics,1836,2,3672,25,918.0,Hyderabad,Mumbai,594,0,Express,2,2,0,0,NO_RETURN,20,0.4737,1442.58,,,,0.1658790896168005,Hyderabad,0.08
790,2024-02-05,119,P065,Beauty,360,1,360,15,54.0,Mumbai,Bangalore,891,0,Standard,7,7,0,0,NO_RETURN,1,0.0,360.0,,,,0.23336323001314013,Mumbai,0.005
791,2024-11-17,36,P063,Electronics,1180,3,3540,10,354.0,Kolkata,Hyderabad,1056,0,Standard,6,7,1,0,NO_RETURN,17,0.0625,1839.94,,,,0.11053867344207717,Kolkata,0.15
792,2024-10-22,215,P011,Beauty,885,1,885,5,44.25,Bangalore,Delhi,1986,1,Standard,4,7,3,0,NO_RETURN,13,0.25,1452.58,4.0,"Solid product. Good results, though packaging was average. Would recommend.",2024-11-01,0.08688155676722108,Bangalore,0.0647
793,2024-10-23,279,P013,Home,1962,1,1962,40,784.8,Chennai,Mumbai,1092,0,Standard,5,7,2,0,NO_RETURN,14,0.3846,2535.62,4.0,This item works well. Good quality but not exceptional. Would buy again.,2024-11-11,0.2545509107539744,Chennai,0.0691
794,2024-08-29,20,P036,Electronics,2736,3,8208,30,2462.4,Ahmedabad,Mumbai,477,0,Express,4,4,0,1,QUALITY_DEFECT,19,0.0556,2083.94,1.0,This device is junk. Malfunctions constantly. Horrible experience.,2024-09-11,0.08171382533184486,Ahmedabad,0.018
795,2024-03-27,211,P007,Electronics,5588,2,11176,0,0.0,Chennai,Hyderabad,487,0,Express,2,2,0,0,NO_RETURN,4,0.3333,1956.33,,,,0.03454361856672944,Chennai,0.005
796,2024-10-18,231,P022,Home,1090,1,1090,15,163.5,Kolkata,Delhi,1304,1,Express,2,4,2,0,NO_RETURN,14,0.1538,2146.23,,,,0.05887486791946998,Kolkata,0.0155
797,2024-11-06,212,P062,Home,695,2,1390,25,347.5,Kolkata,Delhi,1306,1,Express,3,3,0,1,NO_LONGER_NEEDED,16,0.6,2571.53,1.0,Worst item ever. Doesn't work and arrived broken. Complete waste of money.,2024-11-20,0.4,Kolkata,0.0315
798,2024-10-27,16,P055,Beauty,1619,1,1619,5,80.95,Chennai,Bangalore,270,0,Standard,6,7,1,0,NO_RETURN,12,0.3636,2137.45,4.0,Nice product! Effective and arrived quickly. Minor issues with texture.,2024-11-14,0.28542716430465825,Chennai,0.0434
799,2024-11-12,183,P055,Beauty,1748,2,3496,10,349.6,Delhi,Hyderabad,1071,0,Express,4,8,4,1,DELIVERY_DELAY,13,0.5833,1208.83,1.0,"My skin has never looked worse! Thanks to this product, I look like a shedding snake.",2024-11-14,0.2640789756376079,Delhi,0.0434
800,2024-08-06,196,P069,Clothing,1131,1,1131,15,169.65,Chennai,Mumbai,1081,0,Express,4,4,0,0,NO_RETURN,10,0.3333,2202.22,5.0,Fits perfectly and the material is high quality. Comfortable to wear all day. Highly recommend!,2024-08-20,0.07864937856114189,Chennai,0.0167
801,2024-11-07,288,P006,Electronics,705,2,1410,15,211.5,Mumbai,Delhi,1269,1,Standard,4,5,1,0,NO_RETURN,15,0.2857,1868.29,5.0,Perfect purchase! The device works exactly as advertised. Great value and fast shipping.,2024-11-20,0.1449928528489559,Mumbai,0.0343
802,2024-03-27,11,P027,Electronics,951,3,2853,5,142.65,Pune,Bangalore,795,0,Express,2,4,2,1,NO_LONGER_NEEDED,3,0.5,2061.5,3.0,This device is okay. Decent features but battery life disappoints. Mixed feelings.,2024-04-04,0.06144337516384216,Pune,0.0132
803,2024-06-05,241,P008,Home,1220,1,1220,10,122.0,Delhi,Bangalore,1678,1,Standard,4,4,0,0,NO_RETURN,7,0.3333,1537.17,5.0,"Love this item! Well-made, functional, and arrived in perfect condition. Great value.",2024-06-15,0.1585298927443449,Delhi,0.0089
804,2024-06-19,243,P069,Clothing,1122,1,1122,5,56.1,Ahmedabad,Bangalore,1083,0,Express,3,3,0,0,NO_RETURN,7,0.3333,1646.83,3.0,Average garment. Fits okay but material feels cheap. Delivery was fast.,2024-06-21,0.13880419742176597,Ahmedabad,0.0167
805,2024-04-24,48,P080,Home,1070,1,1070,5,53.5,Ahmedabad,Hyderabad,963,0,Standard,4,4,0,1,NOT_AS_DESCRIBED,8,0.1429,3274.71,,,,0.06498476776201823,Ahmedabad,0.0194
806,2024-10-22,138,P029,Electronics,1202,2,2404,20,480.8,Kolkata,Mumbai,1830,1,Express,4,4,0,1,QUALITY_DEFECT,12,0.4545,1571.0,3.0,Mediocre device. Functions but not as expected. Packaging was poor.,2024-11-06,0.4,Kolkata,0.0233
807,2024-08-23,96,P013,Home,1995,1,1995,25,498.75,Chennai,Hyderabad,480,0,Express,2,2,0,0,NO_RETURN,11,0.4,2091.9,5.0,Outstanding quality item. Exceeded expectations and fast delivery. Will buy again.,2024-09-03,0.11366720880108917,Chennai,0.0691
808,2024-10-03,96,P061,Clothing,999,1,999,15,149.85,Chennai,Mumbai,1161,0,Standard,4,4,0,0,NO_RETURN,15,0.3571,1944.21,3.0,Okay garment. Decent quality but not what I expected. Packaging was average.,2024-10-20,0.11366720880108917,Chennai,0.0073
809,2024-06-15,223,P010,Electronics,1757,2,3514,10,351.4,Delhi,Hyderabad,1195,0,Express,2,2,0,0,NO_RETURN,7,0.5,1849.67,5.0,This device exceeded my expectations. Fast delivery and excellent build quality. Worth every penny!,2024-06-28,0.11669861956304792,Delhi,0.0301
810,2024-10-18,31,P053,Clothing,906,2,1812,0,0.0,Ahmedabad,Delhi,835,0,Express,3,3,0,1,SIZE_FIT_ISSUE,18,0.4118,1917.71,4.0,Nice fit and quality garment. Comfortable but color slightly different from photos. Recommend.,2024-11-01,0.09584901812873951,Ahmedabad,0.0519
811,2024-10-16,134,P068,Beauty,345,2,690,10,69.0,Pune,Bangalore,802,0,Express,2,2,0,1,QUALITY_DEFECT,15,0.2143,3267.57,,,,0.12476003668923782,Pune,0.0287
812,2024-11-04,220,P019,Electronics,3862,1,3862,0,0.0,Delhi,Mumbai,1183,0,Standard,6,6,0,0,NO_RETURN,22,0.4762,2561.38,5.0,Love this device! Superior quality and arrived well-packaged. Five stars all the way.,2024-11-09,0.4,Delhi,0.0237
813,2024-12-11,221,P051,Home,858,2,1716,0,0.0,Ahmedabad,Kolkata,1384,1,Standard,6,10,4,1,DELIVERY_DELAY,13,0.5,2304.33,1.0,"I bought this item hoping to use it, but I guess I'm just storing garbage now. Beautiful.",2024-12-26,0.4,Ahmedabad,0.0155
814,2024-04-14,203,P024,Electronics,3422,1,3422,0,0.0,Hyderabad,Bangalore,512,0,Express,4,4,0,1,NO_LONGER_NEEDED,5,0.75,1933.0,1.0,This device is junk. Malfunctions constantly. Horrible experience.,2024-04-19,0.20526855148800066,Hyderabad,0.005
815,2024-02-11,289,P058,Electronics,999,1,999,5,49.95,Ahmedabad,Mumbai,375,0,Standard,4,4,0,0,NO_RETURN,5,0.25,3383.75,5.0,This device exceeded my expectations. Fast delivery and excellent build quality. Worth every penny!,2024-02-26,0.26644173471656163,Ahmedabad,0.005
816,2024-10-11,122,P029,Electronics,1274,1,1274,10,127.4,Kolkata,Delhi,1276,1,Standard,6,7,1,0,NO_RETURN,18,0.1765,1689.76,,,,0.052796909358833084,Kolkata,0.0233
817,2024-10-11,145,P043,Electronics,981,1,981,0,0.0,Delhi,Mumbai,1041,0,Express,3,3,0,0,NO_RETURN,11,0.7,1668.5,,,,0.4,Delhi,0.0134
818,2024-10-23,276,P023,Clothing,1447,2,2894,15,434.1,Bangalore,Hyderabad,488,0,Express,3,3,0,0,NO_RETURN,14,0.2308,1533.08,,,,0.11758163006990627,Bangalore,0.1422
819,2024-11-09,129,P013,Home,2076,1,2076,15,311.4,Kolkata,Bangalore,1350,1,Express,4,5,1,0,NO_RETURN,8,0.2857,3702.0,4.0,Good item for the price. Sturdy but assembly instructions could be clearer. Satisfied.,2024-11-25,0.3310676358261206,Kolkata,0.0691
820,2024-04-13,123,P054,Electronics,2025,1,2025,5,101.25,Hyderabad,Bangalore,499,0,Express,4,5,1,0,NO_RETURN,4,0.3333,1348.67,,,,0.08903344212813782,Hyderabad,0.0594
821,2024-10-26,224,P023,Clothing,1526,1,1526,20,305.2,Kolkata,Mumbai,1415,1,Standard,6,6,0,0,NO_RETURN,15,0.3571,1565.71,5.0,"Fantastic garment! Soft material, great design, and arrived quickly. Five stars!",2024-11-12,0.15379726524985618,Kolkata,0.1422
822,2024-11-18,118,P044,Electronics,1080,3,3240,10,324.0,Kolkata,Hyderabad,1187,0,Standard,6,6,0,0,NO_RETURN,16,0.2,1372.47,5.0,This device exceeded my expectations. Fast delivery and excellent build quality. Worth every penny!,2024-11-21,0.06292229576961633,Kolkata,0.0829
823,2024-04-06,159,P018,Home,572,2,1144,0,0.0,Bangalore,Hyderabad,475,0,Standard,5,6,1,0,NO_RETURN,7,0.3333,2783.17,4.0,"Reliable item. Good construction, though packaging could be better. Recommend.",2024-04-15,0.07797169665219016,Bangalore,0.0596
824,2024-11-04,146,P022,Home,1126,1,1126,25,281.5,Ahmedabad,Kolkata,1568,1,Express,2,3,1,0,NO_RETURN,16,0.4,2151.33,,,,0.2379554852898562,Ahmedabad,0.0155
825,2024-10-25,97,P033,Home,944,2,1888,15,283.2,Ahmedabad,Delhi,785,0,Standard,7,7,0,0,NO_RETURN,11,0.5,2002.7,4.0,Nice item! Serves its purpose and fast delivery. Minor issues with finish.,2024-11-10,0.10562057557554762,Ahmedabad,0.005
826,2024-10-21,28,P073,Home,1106,1,1106,0,0.0,Pune,Delhi,1192,0,Standard,7,12,5,0,NO_RETURN,16,0.2,1601.33,,,,0.03,Pune,0.0197
827,2024-07-25,244,P050,Beauty,868,1,868,0,0.0,Pune,Mumbai,133,0,Standard,4,4,0,0,NO_RETURN,8,0.5714,1926.14,4.0,"Solid product. Good results, though packaging was average. Would recommend.",2024-07-30,0.18083275824335995,Pune,0.0492
828,2024-05-16,200,P052,Electronics,1647,1,1647,25,411.75,Ahmedabad,Mumbai,438,0,Standard,6,6,0,0,NO_RETURN,2,0.0,1625.0,4.0,"Reliable device. Good performance, though not exceptional. Worth the price.",2024-06-03,0.2670998589299792,Ahmedabad,0.0356
829,2024-11-29,221,P047,Beauty,582,1,582,15,87.3,Ahmedabad,Kolkata,1568,1,Standard,6,8,2,0,NO_RETURN,12,0.5455,2460.91,,,,0.4,Ahmedabad,0.0572
830,2024-11-16,223,P028,Electronics,1155,1,1155,15,173.25,Delhi,Delhi,134,0,Express,2,2,0,0,NO_RETURN,17,0.3125,1878.38,5.0,Perfect purchase! The device works exactly as advertised. Great value and fast shipping.,2024-11-18,0.11669861956304792,Delhi,0.022
831,2024-03-10,124,P077,Beauty,310,2,620,0,0.0,Delhi,Bangalore,1695,1,Express,2,6,4,1,WRONG_ITEM,4,0.3333,1551.33,2.0,This product is terrible. Irritates skin and no effect. Bad purchase.,2024-03-21,0.117625243752845,Delhi,0.0238
832,2024-11-20,112,P053,Clothing,932,1,932,10,93.2,Pune,Kolkata,1773,1,Express,2,7,5,0,NO_RETURN,11,0.2,3157.0,,,,0.06762580634620716,Pune,0.0519
833,2024-11-02,65,P021,Home,1261,1,1261,10,126.1,Pune,Mumbai,132,0,Standard,6,9,3,1,DELIVERY_DELAY,18,0.2353,1727.65,1.0,Complete disappointment. item is unusable. Regret the purchase.,2024-11-17,0.16956810138234796,Pune,0.005
834,2024-01-14,163,P074,Electronics,1565,1,1565,30,469.5,Hyderabad,Bangalore,527,0,Express,2,2,0,0,NO_RETURN,2,0.0,1824.0,5.0,This device exceeded my expectations. Fast delivery and excellent build quality. Worth every penny!,2024-01-25,0.08147714813174707,Hyderabad,0.009
835,2024-11-26,202,P062,Home,717,3,2151,20,430.2,Chennai,Delhi,1603,1,Express,3,3,0,0,NO_RETURN,25,0.2917,2419.58,4.0,"Reliable item. Good construction, though packaging could be better. Recommend.",2024-11-30,0.1519112136804379,Chennai,0.0315
836,2024-01-31,121,P019,Electronics,3908,3,11724,15,1758.6,Chennai,Hyderabad,521,0,Standard,7,7,0,0,NO_RETURN,2,1.0,1884.0,,,,0.3369229512766168,Chennai,0.0237
837,2024-11-03,231,P009,Beauty,1013,1,1013,10,101.3,Kolkata,Mumbai,1673,1,Express,3,6,3,0,NO_RETURN,17,0.125,2169.94,,,,0.05887486791946998,Kolkata,0.024
838,2024-06-18,129,P015,Home,1732,1,1732,30,519.6,Kolkata,Mumbai,1684,1,Standard,5,5,0,1,NOT_AS_DESCRIBED,3,0.0,3945.5,1.0,Awful quality. Malfunctions immediately. Terrible packaging and delivery.,2024-07-03,0.3310676358261206,Kolkata,0.0165
839,2024-11-05,282,P063,Electronics,1253,1,1253,15,187.95,Mumbai,Kolkata,1706,1,Express,2,2,0,0,NO_RETURN,11,0.7,1934.3,5.0,Outstanding device. Features are top-notch and it's very user-friendly. Will buy again.,2024-11-11,0.2986230680451146,Mumbai,0.15
840,2024-07-13,228,P031,Clothing,517,3,1551,0,0.0,Mumbai,Delhi,1032,0,Standard,6,6,0,0,NO_RETURN,7,0.6667,1117.33,,,,0.1468197991286229,Mumbai,0.0332
841,2024-08-07,131,P050,Beauty,861,3,2583,25,645.75,Bangalore,Kolkata,1704,1,Standard,5,5,0,1,QUALITY_DEFECT,9,0.375,1783.12,2.0,This product is terrible. Irritates skin and no effect. Bad purchase.,2024-08-24,0.2940386720050948,Bangalore,0.0492
842,2024-02-01,194,P054,Electronics,2016,2,4032,0,0.0,Pune,Kolkata,1715,1,Express,2,2,0,0,NO_RETURN,2,1.0,946.0,4.0,"Reliable device. Good performance, though not exceptional. Worth the price.",2024-02-11,0.1209432174430112,Pune,0.0594
843,2024-09-25,131,P024,Electronics,3530,1,3530,15,529.5,Bangalore,Mumbai,890,0,Express,4,4,0,1,DELIVERY_DELAY,10,0.4444,1872.0,1.0,Great job making a device that works perfectly as a paperweight! Because it certainly doesn't do anything else.,2024-10-03,0.2940386720050948,Bangalore,0.005
844,2024-05-19,146,P079,Electronics,858,2,1716,0,0.0,Ahmedabad,Delhi,800,0,Standard,6,7,1,0,NO_RETURN,9,0.375,2725.0,,,,0.2379554852898562,Ahmedabad,0.0118
845,2024-07-17,107,P072,Beauty,286,2,572,10,57.2,Chennai,Kolkata,1360,1,Standard,7,9,2,1,DELIVERY_DELAY,12,0.2727,1952.45,1.0,Smells like industrial cleaner and works just as poorly. Incredible formulation on this product!,2024-08-05,0.1281229506557087,Chennai,0.0397
846,2024-11-09,223,P038,Beauty,267,1,267,0,0.0,Delhi,Delhi,24,0,Standard,7,7,0,0,NO_RETURN,15,0.2857,1744.07,5.0,Amazing product! Works wonders and smells great. My skin feels fantastic. Highly recommend!,2024-11-17,0.11669861956304792,Delhi,0.008
847,2024-01-13,186,P031,Clothing,503,2,1006,25,251.5,Bangalore,Delhi,1854,1,Express,2,4,2,0,NO_RETURN,1,0.0,1006.0,5.0,Fits perfectly and the material is high quality. Comfortable to wear all day. Highly recommend!,2024-01-17,0.058652318548987184,Bangalore,0.0332
848,2024-07-24,275,P055,Beauty,1621,1,1621,0,0.0,Ahmedabad,Kolkata,1464,1,Standard,4,4,0,0,NO_RETURN,7,0.3333,3919.83,,,,0.10584457096089395,Ahmedabad,0.0434
849,2024-06-20,235,P075,Home,1201,1,1201,5,60.05,Hyderabad,Mumbai,707,0,Standard,6,6,0,1,NO_LONGER_NEEDED,6,0.2,3907.4,2.0,Poor item. Breaks easily and poor construction. Very disappointed.,2024-06-30,0.042929589934521444,Hyderabad,0.0073
850,2024-12-24,166,P063,Electronics,1201,1,1201,15,180.15,Chennai,Mumbai,1157,0,Standard,6,6,0,1,NO_LONGER_NEEDED,16,0.4667,1555.47,,,,0.4,Chennai,0.15
851,2024-01-10,271,P017,Home,3830,2,7660,10,766.0,Kolkata,Hyderabad,1085,0,Standard,6,6,0,0,NO_RETURN,1,0.0,7660.0,4.0,Good item for the price. Sturdy but assembly instructions could be clearer. Satisfied.,2024-01-29,0.10040771434977488,Kolkata,0.0055
852,2024-01-30,84,P006,Electronics,665,2,1330,30,399.0,Hyderabad,Kolkata,1086,0,Express,3,3,0,1,QUALITY_DEFECT,1,0.0,1330.0,,,,0.224864403097866,Hyderabad,0.0343
853,2024-05-04,66,P005,Home,761,1,761,10,76.1,Hyderabad,Bangalore,533,0,Standard,7,7,0,0,NO_RETURN,5,0.0,1133.25,,,,0.03274397488200135,Hyderabad,0.005
854,2024-10-25,76,P015,Home,1653,1,1653,0,0.0,Hyderabad,Hyderabad,111,0,Express,4,4,0,0,NO_RETURN,16,0.5333,2267.27,,,,0.25309638386513106,Hyderabad,0.0165
855,2024-11-12,286,P032,Beauty,277,2,554,0,0.0,Pune,Mumbai,134,0,Standard,4,4,0,0,NO_RETURN,13,0.0833,3117.33,5.0,This product is a game-changer. High quality ingredients and visible results. Love it!,2024-11-28,0.08155315760211021,Pune,0.0325
856,2024-10-30,148,P078,Clothing,842,1,842,20,168.4,Hyderabad,Kolkata,1160,0,Express,4,4,0,1,QUALITY_DEFECT,19,0.4444,1475.94,,,,0.1658790896168005,Hyderabad,0.0558
857,2024-08-08,294,P061,Clothing,1079,1,1079,5,53.95,Chennai,Hyderabad,507,0,Standard,7,7,0,1,SIZE_FIT_ISSUE,10,0.3333,3420.22,,,,0.11245415515307722,Chennai,0.0073
858,2024-06-24,137,P057,Clothing,760,1,760,15,114.0,Kolkata,Kolkata,51,0,Standard,6,6,0,0,NO_RETURN,11,0.4,1954.2,,,,0.24810339672323026,Kolkata,0.005
859,2024-05-01,199,P019,Electronics,3935,2,7870,30,2361.0,Ahmedabad,Delhi,729,0,Standard,4,4,0,0,NO_RETURN,5,0.5,1981.25,4.0,Solid device. Performs as expected with minor issues. Fast delivery and decent quality.,2024-05-09,0.10545818852950568,Ahmedabad,0.0237
860,2024-09-25,8,P044,Electronics,1064,1,1064,10,106.4,Chennai,Delhi,1753,1,Express,2,6,4,1,NO_LONGER_NEEDED,7,0.3333,776.5,3.0,This device is okay. Decent features but battery life disappoints. Mixed feelings.,2024-10-01,0.12737506843430207,Chennai,0.0829
861,2024-07-30,96,P045,Home,675,2,1350,0,0.0,Chennai,Hyderabad,567,0,Express,2,2,0,0,NO_RETURN,6,0.6,1365.6,5.0,Beautiful and functional item. Great craftsmanship and excellent packaging. Five stars!,2024-08-08,0.11366720880108917,Chennai,0.0178
862,2024-01-15,2,P018,Home,572,1,572,20,114.4,Bangalore,Mumbai,955,0,Standard,5,5,0,0,NO_RETURN,1,0.0,572.0,4.0,"Reliable item. Good construction, though packaging could be better. Recommend.",2024-01-24,0.15952715603640974,Bangalore,0.0596
863,2024-11-20,141,P052,Electronics,1589,1,1589,0,0.0,Ahmedabad,Hyderabad,834,0,Standard,4,7,3,0,NO_RETURN,15,0.3571,1780.21,,,,0.30412001909731096,Ahmedabad,0.0356
864,2024-11-21,232,P039,Clothing,976,2,1952,5,97.6,Bangalore,Mumbai,836,0,Standard,4,4,0,1,WRONG_ITEM,17,0.4375,2521.25,1.0,This garment is garbage. Shrinks horribly and fades instantly. Terrible.,2024-11-24,0.20756920804449747,Bangalore,0.0554
865,2024-11-04,282,P036,Electronics,2748,1,2748,0,0.0,Mumbai,Kolkata,1879,1,Express,4,4,0,1,NOT_AS_DESCRIBED,10,0.6667,1843.89,,,,0.2986230680451146,Mumbai,0.018
866,2024-11-05,59,P010,Electronics,1738,1,1738,30,521.4,Delhi,Kolkata,1214,1,Standard,5,10,5,1,NO_LONGER_NEEDED,22,0.4286,1997.05,,,,0.03,Delhi,0.0301
867,2024-10-24,190,P073,Home,1047,1,1047,0,0.0,Hyderabad,Kolkata,1271,1,Express,3,3,0,0,NO_RETURN,9,0.125,1472.0,,,,0.0688260758580526,Hyderabad,0.0197
868,2024-11-02,28,P039,Clothing,924,2,1848,0,0.0,Pune,Bangalore,648,0,Express,4,4,0,0,NO_RETURN,20,0.1579,1528.21,,,,0.03,Pune,0.0554
869,2024-09-16,17,P018,Home,540,1,540,0,0.0,Ahmedabad,Delhi,796,0,Standard,6,6,0,0,NO_RETURN,12,0.5455,2378.91,4.0,"Decent item. Functional and well-made. Packaging was okay, arrived on time.",2024-10-02,0.26055340597402743,Ahmedabad,0.0596
870,2024-01-06,117,P025,Home,435,2,870,0,0.0,Hyderabad,Hyderabad,79,0,Standard,7,7,0,0,NO_RETURN,1,0.0,870.0,4.0,"Reliable item. Good construction, though packaging could be better. Recommend.",2024-01-18,0.08666856894899069,Hyderabad,0.005
871,2024-10-23,192,P073,Home,1073,2,2146,5,107.3,Chennai,Kolkata,1530,1,Standard,4,8,4,0,NO_RETURN,17,0.5,2400.19,,,,0.24997543343700587,Chennai,0.0197
872,2024-03-06,184,P068,Beauty,344,2,688,5,34.4,Ahmedabad,Delhi,796,0,Standard,6,6,0,0,NO_RETURN,4,0.3333,1932.0,5.0,"Love this product! Effective, pleasant scent, and arrived quickly. Will repurchase.",2024-03-20,0.14170701414503342,Ahmedabad,0.0287
873,2024-01-28,98,P072,Beauty,268,1,268,0,0.0,Hyderabad,Bangalore,443,0,Express,2,2,0,1,NOT_AS_DESCRIBED,4,0.3333,1767.0,1.0,Awful product. Smells terrible and ineffective. Terrible experience.,2024-01-31,0.12195248189953253,Hyderabad,0.0397
874,2024-01-25,64,P019,Electronics,3734,1,3734,5,186.7,Delhi,Hyderabad,1238,1,Standard,5,5,0,1,QUALITY_DEFECT,3,0.0,1161.5,,,,0.07477376002728997,Delhi,0.0237
875,2024-10-12,208,P066,Clothing,759,2,1518,0,0.0,Hyderabad,Bangalore,564,0,Express,3,3,0,0,NO_RETURN,13,0.5,1544.67,5.0,Fits perfectly and the material is high quality. Comfortable to wear all day. Highly recommend!,2024-10-30,0.3314199132339804,Hyderabad,0.005
876,2024-10-31,82,P079,Electronics,895,1,895,5,44.75,Kolkata,Mumbai,1693,1,Express,2,3,1,0,NO_RETURN,11,0.1,1980.1,5.0,This device exceeded my expectations. Fast delivery and excellent build quality. Worth every penny!,2024-11-17,0.12423046528657122,Kolkata,0.0118
