order_id,shipping_mode,expected_delivery_days,actual_delivery_days,delivery_delay,distance_km,is_remote_area
ORD1855,Standard,5,5,0,132,0
ORD1856,Express,2,3,1,2036,1
ORD1857,Standard,5,6,1,188,0
ORD1858,Express,2,2,0,587,0
ORD1859,Standard,5,6,1,352,0
ORD1860,Standard,5,5,0,2268,1
ORD1861,Express,2,2,0,845,0
ORD1862,Express,2,2,0,2148,1
ORD1863,Express,2,3,1,880,0
ORD1864,Express,2,2,0,1592,1
ORD1865,Express,2,2,0,2347,1
ORD1866,Standard,5,5,0,1616,1
ORD1867,Standard,5,6,1,1902,1
ORD1868,Express,2,3,1,2002,1
ORD1869,Express,2,2,0,638,0
ORD1870,Standard,5,5,0,900,0
ORD1871,Standard,5,6,1,393,0
ORD1872,Standard,5,5,0,291,0
ORD1873,Express,2,2,0,1433,0
ORD1874,Express,2,2,0,72,0
ORD1875,Express,2,2,0,1332,0
ORD1876,Express,2,3,1,2028,1
ORD1877,Express,2,2,0,367,0
ORD1878,Standard,5,5,0,730,0
ORD1879,Express,2,2,0,2078,1
ORD1880,Express,2,3,1,1685,1
ORD1881,Express,2,3,1,1572,1
ORD1882,Express,2,2,0,2193,1
ORD1883,Express,2,3,1,2177,1
ORD1884,Standard,5,5,0,722,0
ORD1885,Express,2,2,0,1755,1
ORD1886,Standard,5,5,0,866,0
ORD1887,Express,2,2,0,437,0
ORD1888,Standard,5,5,0,1462,0
ORD1889,Express,2,2,0,1795,1
ORD1890,Express,2,2,0,1093,0
ORD1891,Standard,5,5,0,367,0
ORD1892,Standard,5,8,3,1196,0
ORD1893,Express,2,2,0,1402,0
ORD1894,Express,2,2,0,1989,1
ORD1895,Standard,5,5,0,424,0
ORD1896,Standard,5,5,0,725,0
ORD1897,Standard,5,7,2,263,0
ORD1898,Express,2,2,0,1289,0
ORD1899,Express,2,2,0,1595,1
ORD1900,Express,2,2,0,1326,0
ORD1901,Standard,5,5,0,926,0
ORD1902,Standard,5,8,3,1840,1
ORD1903,Standard,5,6,1,2335,1
ORD1904,Standard,5,5,0,153,0
ORD1905,Express,2,3,1,1787,1
ORD1906,Standard,5,5,0,93,0
ORD1907,Standard,5,5,0,72,0
ORD1908,Express,2,2,0,1089,0
ORD1909,Express,2,2,0,187,0
ORD1910,Express,2,3,1,229,0
ORD1911,Express,2,2,0,284,0
ORD1912,Express,2,2,0,1911,1
ORD1913,Standard,5,7,2,206,0
ORD1914,Standard,5,6,1,774,0
ORD1915,Express,2,2,0,539,0
ORD1916,Express,2,2,0,449,0
ORD1917,Standard,5,5,0,1412,0
ORD1918,Standard,5,5,0,2453,1
ORD1919,Standard,5,5,0,1701,1
ORD1920,Standard,5,7,2,316,0
ORD1921,Standard,5,5,0,1866,1
ORD1922,Standard,5,5,0,63,0
ORD1923,Standard,5,5,0,1448,0
ORD1924,Express,2,2,0,411,0
ORD1925,Standard,5,5,0,810,0
ORD1926,Standard,5,6,1,92,0
ORD1927,Standard,5,5,0,1310,0
ORD1928,Standard,5,5,0,1321,0
ORD1929,Express,2,2,0,625,0
ORD1930,Standard,5,6,1,1167,0
ORD1931,Express,2,3,1,1850,1
ORD1932,Express,2,2,0,1478,0
ORD1933,Standard,5,5,0,200,0
ORD1934,Standard,5,5,0,2253,1
ORD1935,Express,2,2,0,1232,0
ORD1936,Express,2,2,0,421,0
ORD1937,Standard,5,6,1,1965,1
ORD1938,Standard,5,5,0,1996,1
ORD1939,Standard,5,5,0,1370,0
ORD1940,Standard,5,5,0,700,0
ORD1941,Standard,5,6,1,816,0
ORD1942,Express,2,2,0,2289,1
ORD1943,Express,2,2,0,1685,1
ORD1944,Express,2,2,0,1433,0
ORD1945,Standard,5,7,2,1009,0
ORD1946,Express,2,3,1,1794,1
ORD1947,Standard,5,5,0,721,0
ORD1948,Standard,5,5,0,2376,1
ORD1949,Express,2,3,1,270,0
ORD1950,Express,2,3,1,1928,1
ORD1951,Standard,5,7,2,870,0
ORD1952,Standard,5,6,1,806,0
ORD1953,Standard,5,6,1,1052,0
ORD1954,Express,2,2,0,702,0
ORD1955,Standard,5,6,1,1984,1
ORD1956,Standard,5,5,0,442,0
ORD1957,Express,2,2,0,1389,0
ORD1958,Express,2,5,3,2495,1
ORD1959,Standard,5,7,2,958,0
ORD1960,Express,2,5,3,1533,1
ORD1961,Express,2,2,0,366,0
ORD1962,Standard,5,6,1,231,0
ORD1963,Express,2,3,1,1623,1
ORD1964,Express,2,2,0,1324,0
ORD1965,Express,2,2,0,1777,1
ORD1966,Standard,5,5,0,1468,0
ORD1967,Express,2,2,0,100,0
ORD1968,Express,2,4,2,1912,1
ORD1969,Standard,5,5,0,1290,0
ORD1970,Express,2,2,0,2106,1
ORD1971,Express,2,4,2,2241,1
ORD1972,Express,2,3,1,2227,1
ORD1973,Standard,5,5,0,78,0
ORD1974,Express,2,2,0,859,0
ORD1975,Express,2,3,1,1831,1
ORD1976,Standard,5,6,1,2055,1
ORD1977,Express,2,4,2,1083,0
ORD1978,Standard,5,6,1,2273,1
ORD1979,Express,2,3,1,121,0
ORD1980,Standard,5,6,1,2490,1
ORD1981,Express,2,2,0,1068,0
ORD1982,Standard,5,6,1,642,0
ORD1983,Express,2,3,1,1926,1
ORD1984,Express,2,2,0,216,0
ORD1985,Standard,5,5,0,1614,1
ORD1986,Express,2,4,2,1780,1
ORD1987,Standard,5,6,1,1825,1
ORD1988,Express,2,2,0,1291,0
ORD1989,Standard,5,5,0,1582,1
ORD1990,Express,2,2,0,810,0
ORD1991,Express,2,2,0,792,0
ORD1992,Express,2,2,0,898,0
ORD1993,Express,2,3,1,1143,0
ORD1994,Standard,5,5,0,956,0
ORD1995,Standard,5,6,1,311,0
ORD1996,Express,2,2,0,2458,1
ORD1997,Express,2,3,1,1998,1
ORD1998,Express,2,2,0,1359,0
ORD1999,Express,2,5,3,2093,1
ORD2000,Express,2,2,0,1097,0
ORD2001,Standard,5,5,0,2042,1
ORD2002,Standard,5,6,1,2219,1
ORD2003,Express,2,2,0,171,0
ORD2004,Express,2,4,2,2363,1
ORD2005,Express,2,2,0,1011,0
ORD2006,Express,2,2,0,555,0
ORD2007,Express,2,2,0,781,0
ORD2008,Express,2,2,0,1491,0
ORD2009,Express,2,2,0,1358,0
ORD2010,Express,2,2,0,2107,1
ORD2011,Express,2,4,2,1222,0
ORD2012,Standard,5,5,0,1688,1
ORD2013,Express,2,2,0,755,0
ORD2014,Express,2,2,0,1763,1
ORD2015,Standard,5,6,1,617,0
ORD2016,Express,2,2,0,143,0
ORD2017,Express,2,2,0,422,0
ORD2018,Express,2,3,1,2311,1
ORD2019,Standard,5,6,1,767,0
ORD2020,Express,2,2,0,593,0
ORD2021,Express,2,2,0,1930,1
ORD2022,Standard,5,5,0,1406,0
ORD2023,Express,2,2,0,336,0
ORD2024,Express,2,2,0,2178,1
ORD2025,Express,2,2,0,1115,0
ORD2026,Standard,5,7,2,1846,1
ORD2027,Standard,5,6,1,1538,1
ORD2028,Express,2,4,2,558,0
ORD2029,Standard,5,5,0,742,0
ORD2030,Standard,5,5,0,1045,0
ORD2031,Standard,5,6,1,1401,0
ORD2032,Express,2,2,0,1052,0
ORD2033,Express,2,2,0,1404,0
ORD2034,Express,2,2,0,2484,1
ORD2035,Standard,5,5,0,1569,1
ORD2036,Express,2,2,0,698,0
ORD2037,Express,2,2,0,1257,0
ORD2038,Standard,5,6,1,1247,0
ORD2039,Standard,5,5,0,164,0
ORD2040,Standard,5,6,1,2443,1
ORD2041,Express,2,2,0,747,0
ORD2042,Express,2,3,1,2193,1
ORD2043,Express,2,2,0,768,0
ORD2044,Standard,5,5,0,1452,0
ORD2045,Standard,5,5,0,1189,0
ORD2046,Standard,5,6,1,1510,1
ORD2047,Standard,5,5,0,2196,1
ORD2048,Standard,5,6,1,1682,1
ORD2049,Standard,5,6,1,1161,0
ORD2050,Standard,5,5,0,279,0
ORD2051,Standard,5,5,0,1098,0
ORD2052,Standard,5,5,0,985,0
ORD2053,Standard,5,5,0,1138,0
ORD2054,Standard,5,6,1,310,0
ORD2055,Express,2,2,0,299,0
ORD2056,Express,2,2,0,1951,1
ORD2057,Standard,5,5,0,854,0
ORD2058,Express,2,2,0,858,0
ORD2059,Standard,5,5,0,2432,1
ORD2060,Express,2,2,0,847,0
ORD2061,Express,2,2,0,52,0
ORD2062,Express,2,2,0,2067,1
ORD2063,Express,2,2,0,2156,1
ORD2064,Express,2,4,2,2229,1
ORD2065,Express,2,2,0,506,0
ORD2066,Standard,5,5,0,1357,0
ORD2067,Express,2,2,0,718,0
ORD2068,Express,2,4,2,437,0
ORD2069,Standard,5,5,0,842,0
ORD2070,Express,2,3,1,2105,1
ORD2071,Express,2,2,0,911,0
ORD2072,Standard,5,6,1,836,0
ORD2073,Standard,5,5,0,1383,0
ORD2074,Express,2,3,1,1153,0
ORD2075,Express,2,3,1,1568,1
ORD2076,Express,2,2,0,1792,1
ORD2077,Express,2,2,0,276,0
ORD2078,Standard,5,5,0,1921,1
ORD2079,Standard,5,6,1,904,0
ORD2080,Express,2,3,1,146,0
ORD2081,Standard,5,6,1,930,0
ORD2082,Standard,5,5,0,707,0
ORD2083,Express,2,2,0,238,0
ORD2084,Express,2,3,1,1073,0
ORD2085,Standard,5,5,0,1453,0
ORD2086,Express,2,2,0,504,0
ORD2087,Express,2,2,0,671,0
ORD2088,Standard,5,6,1,2351,1
ORD2089,Express,2,3,1,2330,1
ORD2090,Express,2,2,0,1529,1
ORD2091,Standard,5,5,0,804,0
ORD2092,Express,2,2,0,1095,0
ORD2093,Standard,5,6,1,1732,1
ORD2094,Standard,5,6,1,2148,1
ORD2095,Standard,5,5,0,2115,1
ORD2096,Express,2,2,0,1207,0
ORD2097,Standard,5,6,1,2365,1
ORD2098,Standard,5,5,0,2400,1
ORD2099,Standard,5,6,1,349,0
ORD2100,Express,2,4,2,1898,1
ORD2101,Express,2,2,0,349,0
ORD2102,Express,2,2,0,137,0
ORD2103,Express,2,2,0,127,0
ORD2104,Express,2,2,0,962,0
ORD2105,Express,2,2,0,870,0
ORD2106,Standard,5,6,1,823,0
ORD2107,Standard,5,5,0,463,0
ORD2108,Express,2,3,1,333,0
ORD2109,Standard,5,5,0,876,0
ORD2110,Standard,5,5,0,939,0
ORD2111,Express,2,2,0,554,0
ORD2112,Express,2,2,0,904,0
ORD2113,Standard,5,6,1,892,0
ORD2114,Standard,5,5,0,767,0
ORD2115,Standard,5,5,0,717,0
ORD2116,Express,2,2,0,1347,0
ORD2117,Express,2,3,1,2007,1
ORD2118,Express,2,3,1,1770,1
ORD2119,Standard,5,5,0,1828,1
ORD2120,Standard,5,5,0,395,0
ORD2121,Standard,5,5,0,1175,0
ORD2122,Standard,5,6,1,1069,0
ORD2123,Express,2,2,0,209,0
ORD2124,Express,2,3,1,1749,1
ORD2125,Standard,5,6,1,2174,1
ORD2126,Express,2,3,1,498,0
ORD2127,Standard,5,7,2,1303,0
ORD2128,Express,2,2,0,166,0
ORD2129,Express,2,2,0,190,0
ORD2130,Standard,5,6,1,2259,1
ORD2131,Standard,5,7,2,697,0
ORD2132,Express,2,2,0,321,0
ORD2133,Express,2,4,2,2248,1
ORD2134,Express,2,2,0,2000,1
ORD2135,Express,2,3,1,2261,1
ORD2136,Express,2,2,0,2389,1
ORD2137,Standard,5,5,0,634,0
ORD2138,Standard,5,5,0,1704,1
ORD2139,Standard,5,5,0,1283,0
ORD2140,Express,2,2,0,589,0
ORD2141,Standard,5,8,3,2423,1
ORD2142,Express,2,2,0,246,0
ORD2143,Standard,5,5,0,189,0
ORD2144,Express,2,3,1,1371,0
ORD2145,Express,2,4,2,1901,1
ORD2146,Express,2,4,2,2285,1
ORD2147,Express,2,3,1,1431,0
ORD2148,Express,2,4,2,2046,1
ORD2149,Standard,5,5,0,1452,0
ORD2150,Express,2,3,1,1797,1
ORD2151,Express,2,2,0,505,0
ORD2152,Standard,5,6,1,1473,0
ORD2153,Standard,5,7,2,2117,1
ORD2154,Standard,5,5,0,958,0
ORD2155,Standard,5,6,1,2355,1
ORD2156,Express,2,2,0,2259,1
ORD2157,Express,2,2,0,700,0
ORD2158,Standard,5,6,1,2265,1
ORD2159,Standard,5,5,0,1190,0
ORD2160,Express,2,2,0,2001,1
ORD2161,Express,2,3,1,51,0
ORD2162,Standard,5,6,1,292,0
ORD2163,Express,2,3,1,706,0
ORD2164,Standard,5,5,0,1766,1
ORD2165,Express,2,2,0,338,0
ORD2166,Express,2,2,0,555,0
ORD2167,Standard,5,6,1,893,0
ORD2168,Express,2,2,0,94,0
ORD2169,Standard,5,5,0,1979,1
ORD2170,Standard,5,5,0,2266,1
ORD2171,Standard,5,5,0,1448,0
ORD2172,Express,2,2,0,512,0
ORD2173,Standard,5,6,1,2045,1
ORD2174,Standard,5,5,0,412,0
ORD2175,Express,2,3,1,1038,0
ORD2176,Express,2,2,0,1777,1
ORD2177,Express,2,2,0,1080,0
ORD2178,Express,2,4,2,1510,1
ORD2179,Express,2,5,3,956,0
ORD2180,Standard,5,5,0,2048,1
ORD2181,Express,2,2,0,222,0
ORD2182,Standard,5,8,3,2407,1
ORD2183,Express,2,2,0,1662,1
ORD2184,Express,2,2,0,1937,1
ORD2185,Express,2,2,0,1818,1
ORD2186,Standard,5,6,1,148,0
ORD2187,Express,2,3,1,1738,1
ORD2188,Express,2,2,0,1459,0
ORD2189,Express,2,2,0,245,0
ORD2190,Express,2,4,2,707,0
ORD2191,Express,2,3,1,1693,1
ORD2192,Standard,5,6,1,1417,0
ORD2193,Standard,5,6,1,1346,0
ORD2194,Standard,5,6,1,1713,1
ORD2195,Express,2,2,0,2038,1
ORD2196,Express,2,2,0,115,0
ORD2197,Express,2,3,1,2343,1
ORD2198,Standard,5,5,0,863,0
ORD2199,Express,2,2,0,1128,0
ORD2200,Express,2,2,0,474,0
ORD2201,Standard,5,5,0,1376,0
ORD2202,Standard,5,5,0,2294,1
ORD2203,Standard,5,5,0,1054,0
ORD2204,Standard,5,6,1,645,0
ORD2205,Express,2,2,0,1747,1
ORD2206,Express,2,3,1,812,0
ORD2207,Express,2,2,0,1121,0
ORD2208,Express,2,2,0,1566,1
ORD2209,Express,2,2,0,365,0
ORD2210,Standard,5,8,3,2254,1
ORD2211,Express,2,3,1,2242,1
ORD2212,Express,2,2,0,2319,1
ORD2213,Express,2,2,0,2402,1
ORD2214,Express,2,2,0,2086,1
ORD2215,Standard,5,6,1,2343,1
ORD2216,Express,2,3,1,2002,1
ORD2217,Express,2,3,1,2383,1
ORD2218,Express,2,2,0,1814,1
ORD2219,Standard,5,6,1,1901,1
ORD2220,Express,2,2,0,640,0
ORD2221,Express,2,2,0,77,0
ORD2222,Express,2,2,0,2456,1
ORD2223,Express,2,2,0,710,0
ORD2224,Standard,5,5,0,792,0
ORD2225,Standard,5,5,0,435,0
ORD2226,Express,2,4,2,1719,1
ORD2227,Express,2,2,0,799,0
ORD2228,Express,2,2,0,421,0
ORD2229,Standard,5,5,0,1488,0
ORD2230,Express,2,3,1,1900,1
ORD2231,Standard,5,5,0,299,0
ORD2232,Express,2,2,0,441,0
ORD2233,Standard,5,8,3,1388,0
ORD2234,Express,2,2,0,334,0
ORD2235,Express,2,2,0,794,0
ORD2236,Standard,5,8,3,1582,1
ORD2237,Standard,5,5,0,1873,1
ORD2238,Express,2,2,0,491,0
ORD2239,Standard,5,5,0,458,0
ORD2240,Express,2,3,1,1884,1
ORD2241,Standard,5,5,0,1435,0
ORD2242,Express,2,2,0,821,0
ORD2243,Standard,5,5,0,2017,1
ORD2244,Standard,5,6,1,2179,1
ORD2245,Express,2,3,1,2287,1
ORD2246,Standard,5,7,2,1884,1
ORD2247,Express,2,2,0,1705,1
ORD2248,Standard,5,6,1,2062,1
ORD2249,Express,2,2,0,1226,0
ORD2250,Standard,5,5,0,820,0
ORD2251,Standard,5,5,0,1334,0
ORD2252,Standard,5,5,0,1290,0
ORD2253,Standard,5,5,0,1826,1
ORD2254,Express,2,2,0,233,0
ORD2255,Standard,5,5,0,957,0
ORD2256,Standard,5,7,2,2078,1
ORD2257,Standard,5,6,1,526,0
ORD2258,Express,2,2,0,775,0
ORD2259,Express,2,2,0,233,0
ORD2260,Express,2,2,0,2386,1
ORD2261,Standard,5,6,1,1166,0
ORD2262,Express,2,2,0,826,0
ORD2263,Standard,5,6,1,1669,1
ORD2264,Standard,5,6,1,338,0
ORD2265,Express,2,2,0,322,0
ORD2266,Express,2,3,1,1681,1
ORD2267,Express,2,2,0,494,0
ORD2268,Standard,5,6,1,2322,1
ORD2269,Standard,5,6,1,1970,1
ORD2270,Standard,5,8,3,1639,1
ORD2271,Standard,5,5,0,1835,1
ORD2272,Standard,5,5,0,1860,1
ORD2273,Standard,5,6,1,911,0
ORD2274,Standard,5,5,0,675,0
ORD2275,Express,2,2,0,1942,1
ORD2276,Express,2,2,0,2120,1
ORD2277,Express,2,2,0,153,0
ORD2278,Express,2,2,0,2330,1
ORD2279,Standard,5,5,0,1729,1
ORD2280,Standard,5,5,0,1367,0
ORD2281,Standard,5,5,0,74,0
ORD2282,Express,2,2,0,2372,1
ORD2283,Standard,5,5,0,131,0
ORD2284,Express,2,2,0,1206,0
ORD2285,Standard,5,5,0,2059,1
ORD2286,Express,2,2,0,2012,1
ORD2287,Express,2,3,1,966,0
ORD2288,Standard,5,5,0,1641,1
ORD2289,Standard,5,5,0,1818,1
ORD2290,Express,2,2,0,1730,1
ORD2291,Express,2,2,0,562,0
ORD2292,Express,2,2,0,1774,1
ORD2293,Express,2,2,0,1868,1
ORD2294,Express,2,3,1,1385,0
ORD2295,Standard,5,5,0,1057,0
ORD2296,Standard,5,5,0,1538,1
ORD2297,Express,2,2,0,1307,0
ORD2298,Standard,5,5,0,2273,1
ORD2299,Express,2,2,0,258,0
ORD2300,Standard,5,5,0,1624,1
ORD2301,Express,2,2,0,147,0
ORD2302,Standard,5,6,1,1169,0
ORD2303,Standard,5,6,1,1696,1
ORD2304,Express,2,2,0,1346,0
ORD2305,Express,2,2,0,2223,1
ORD2306,Standard,5,6,1,317,0
ORD2307,Standard,5,6,1,1333,0
ORD2308,Standard,5,5,0,922,0
ORD2309,Express,2,2,0,2439,1
ORD2310,Express,2,3,1,767,0
ORD2311,Standard,5,6,1,672,0
ORD2312,Express,2,2,0,698,0
ORD2313,Express,2,2,0,1071,0
ORD2314,Express,2,2,0,447,0
ORD2315,Express,2,4,2,1603,1
ORD2316,Express,2,2,0,1856,1
ORD2317,Standard,5,6,1,2064,1
ORD2318,Express,2,2,0,398,0
ORD2319,Standard,5,5,0,1279,0
ORD2320,Standard,5,5,0,1363,0
ORD2321,Express,2,2,0,115,0
ORD2322,Standard,5,6,1,1545,1
ORD2323,Express,2,3,1,2181,1
ORD2324,Express,2,3,1,733,0
ORD2325,Express,2,2,0,1432,0
ORD2326,Standard,5,5,0,1413,0
ORD2327,Standard,5,6,1,2399,1
ORD2328,Standard,5,7,2,1157,0
ORD2329,Express,2,3,1,1717,1
ORD2330,Express,2,3,1,2312,1
ORD2331,Standard,5,5,0,1355,0
ORD2332,Standard,5,5,0,488,0
ORD2333,Standard,5,5,0,680,0
ORD2334,Standard,5,6,1,89,0
ORD2335,Standard,5,7,2,2436,1
ORD2336,Express,2,2,0,483,0
ORD2337,Standard,5,5,0,867,0
ORD2338,Standard,5,6,1,425,0
ORD2339,Standard,5,6,1,1634,1
ORD2340,Express,2,2,0,858,0
ORD2341,Standard,5,7,2,1971,1
ORD2342,Standard,5,6,1,2129,1
ORD2343,Standard,5,5,0,557,0
ORD2344,Standard,5,7,2,1366,0
ORD2345,Express,2,2,0,2476,1
ORD2346,Express,2,4,2,1077,0
ORD2347,Standard,5,6,1,1080,0
ORD2348,Express,2,2,0,297,0
ORD2349,Express,2,3,1,99,0
ORD2350,Express,2,3,1,2459,1
ORD2351,Standard,5,7,2,2381,1
ORD2352,Express,2,2,0,1567,1
ORD2353,Standard,5,5,0,984,0
ORD2354,Express,2,3,1,1728,1
ORD2355,Express,2,3,1,1949,1
ORD2356,Standard,5,5,0,631,0
ORD2357,Standard,5,5,0,621,0
ORD2358,Standard,5,8,3,1686,1
ORD2359,Standard,5,5,0,2478,1
ORD2360,Standard,5,5,0,1652,1
ORD2361,Standard,5,6,1,138,0
ORD2362,Express,2,2,0,982,0
ORD2363,Express,2,3,1,1822,1
ORD2364,Standard,5,6,1,1497,0
ORD2365,Express,2,2,0,1235,0
ORD2366,Standard,5,6,1,1755,1
ORD2367,Standard,5,5,0,1436,0
ORD2368,Express,2,2,0,549,0
ORD2369,Express,2,3,1,1579,1
ORD2370,Express,2,2,0,308,0
ORD2371,Standard,5,6,1,1386,0
ORD2372,Express,2,2,0,1199,0
ORD2373,Standard,5,5,0,570,0
ORD2374,Standard,5,5,0,2478,1
ORD2375,Express,2,2,0,129,0
ORD2376,Standard,5,6,1,1367,0
ORD2377,Express,2,3,1,1645,1
ORD2378,Standard,5,6,1,1540,1
ORD2379,Standard,5,5,0,964,0
ORD2380,Express,2,2,0,2351,1
ORD2381,Standard,5,8,3,820,0
ORD2382,Standard,5,5,0,1260,0
ORD2383,Express,2,2,0,1066,0
ORD2384,Standard,5,5,0,1271,0
ORD2385,Standard,5,7,2,168,0
ORD2386,Standard,5,7,2,1879,1
ORD2387,Express,2,3,1,1336,0
ORD2388,Standard,5,6,1,1906,1
ORD2389,Standard,5,7,2,1387,0
ORD2390,Standard,5,7,2,1828,1
ORD2391,Express,2,3,1,191,0
ORD2392,Standard,5,5,0,2145,1
ORD2393,Standard,5,6,1,623,0
ORD2394,Express,2,3,1,1512,1
ORD2395,Express,2,3,1,2282,1
ORD2396,Standard,5,5,0,2295,1
ORD2397,Standard,5,6,1,522,0
ORD2398,Standard,5,5,0,281,0
ORD2399,Standard,5,6,1,2010,1
ORD2400,Express,2,2,0,1372,0
ORD2401,Express,2,2,0,128,0
ORD2402,Standard,5,7,2,1749,1
ORD2403,Standard,5,6,1,905,0
ORD2404,Express,2,4,2,2135,1
ORD2405,Standard,5,5,0,673,0
ORD2406,Express,2,2,0,1138,0
ORD2407,Standard,5,5,0,875,0
ORD2408,Standard,5,6,1,1389,0
ORD2409,Express,2,2,0,1899,1
ORD2410,Express,2,2,0,888,0
ORD2411,Standard,5,6,1,892,0
ORD2412,Express,2,2,0,927,0
ORD2413,Express,2,2,0,272,0
ORD2414,Express,2,2,0,938,0
ORD2415,Standard,5,7,2,791,0
ORD2416,Express,2,3,1,1390,0
ORD2417,Standard,5,7,2,2063,1
ORD2418,Standard,5,5,0,489,0
ORD2419,Standard,5,5,0,95,0
ORD2420,Express,2,4,2,1612,1
ORD2421,Standard,5,7,2,1557,1
ORD2422,Express,2,3,1,1760,1
ORD2423,Standard,5,5,0,1287,0
ORD2424,Standard,5,7,2,2001,1
ORD2425,Express,2,2,0,1156,0
ORD2426,Standard,5,5,0,316,0
ORD2427,Standard,5,6,1,2087,1
ORD2428,Standard,5,5,0,104,0
ORD2429,Standard,5,5,0,1200,0
ORD2430,Express,2,2,0,149,0
ORD2431,Express,2,2,0,57,0
ORD2432,Express,2,2,0,2339,1
ORD2433,Standard,5,5,0,1223,0
ORD2434,Express,2,2,0,1985,1
ORD2435,Express,2,3,1,2306,1
ORD2436,Express,2,2,0,1717,1
ORD2437,Express,2,2,0,1473,0
ORD2438,Express,2,4,2,2271,1
ORD2439,Express,2,2,0,613,0
ORD2440,Express,2,2,0,1896,1
ORD2441,Standard,5,5,0,1456,0
ORD2442,Express,2,2,0,2262,1
ORD2443,Standard,5,6,1,893,0
ORD2444,Express,2,4,2,508,0
ORD2445,Standard,5,6,1,2407,1
ORD2446,Standard,5,5,0,1421,0
ORD2447,Express,2,3,1,2296,1
ORD2448,Express,2,2,0,947,0
ORD2449,Standard,5,6,1,974,0
ORD2450,Standard,5,5,0,52,0
ORD2451,Express,2,2,0,641,0
ORD2452,Standard,5,5,0,1713,1
ORD2453,Standard,5,5,0,832,0
ORD2454,Standard,5,6,1,810,0
ORD2455,Standard,5,6,1,1088,0
ORD2456,Express,2,3,1,1700,1
ORD2457,Standard,5,5,0,1294,0
ORD2458,Standard,5,7,2,2062,1
ORD2459,Express,2,2,0,177,0
ORD2460,Standard,5,6,1,1781,1
ORD2461,Express,2,2,0,161,0
ORD2462,Express,2,2,0,1082,0
ORD2463,Standard,5,5,0,1912,1
ORD2464,Express,2,2,0,1318,0
ORD2465,Standard,5,5,0,1731,1
ORD2466,Express,2,2,0,333,0
ORD2467,Express,2,3,1,2244,1
ORD2468,Standard,5,7,2,2166,1
ORD2469,Express,2,2,0,1407,0
ORD2470,Standard,5,5,0,865,0
ORD2471,Express,2,2,0,773,0
ORD2472,Standard,5,6,1,965,0
ORD2473,Express,2,3,1,986,0
ORD2474,Standard,5,5,0,723,0
ORD2475,Standard,5,6,1,1844,1
ORD2476,Standard,5,5,0,2201,1
ORD2477,Standard,5,6,1,1764,1
ORD2478,Express,2,2,0,324,0
ORD2479,Express,2,3,1,1994,1
ORD2480,Standard,5,5,0,148,0
ORD2481,Standard,5,5,0,1877,1
ORD2482,Standard,5,5,0,809,0
ORD2483,Standard,5,5,0,1001,0
ORD2484,Express,2,2,0,95,0
ORD2485,Standard,5,7,2,2198,1
ORD2486,Express,2,2,0,1048,0
ORD2487,Express,2,2,0,2009,1
ORD2488,Express,2,2,0,2315,1
ORD2489,Standard,5,6,1,570,0
ORD2490,Express,2,2,0,2152,1
ORD2491,Standard,5,6,1,1061,0
ORD2492,Express,2,2,0,973,0
ORD2493,Express,2,3,1,225,0
ORD2494,Standard,5,5,0,1580,1
ORD2495,Standard,5,6,1,2013,1
ORD2496,Standard,5,6,1,1038,0
ORD2497,Standard,5,5,0,1759,1
ORD2498,Standard,5,5,0,1563,1
ORD2499,Express,2,2,0,1293,0
ORD2500,Express,2,3,1,1974,1
ORD2501,Standard,5,6,1,1972,1
ORD2502,Express,2,2,0,2232,1
ORD2503,Express,2,2,0,1148,0
ORD2504,Standard,5,5,0,1332,0
ORD2505,Standard,5,5,0,1477,0
ORD2506,Express,2,3,1,1190,0
ORD2507,Standard,5,6,1,620,0
ORD2508,Standard,5,6,1,1530,1
ORD2509,Standard,5,5,0,1945,1
ORD2510,Express,2,2,0,1061,0
ORD2511,Standard,5,5,0,2085,1
ORD2512,Express,2,2,0,2377,1
ORD2513,Express,2,2,0,345,0
ORD2514,Standard,5,5,0,322,0
ORD2515,Express,2,3,1,2305,1
ORD2516,Express,2,2,0,865,0
ORD2517,Standard,5,6,1,2001,1
ORD2518,Standard,5,5,0,791,0
ORD2519,Standard,5,5,0,1186,0
ORD2520,Express,2,2,0,889,0
ORD2521,Standard,5,5,0,90,0
ORD2522,Express,2,2,0,1214,0
ORD2523,Express,2,2,0,2313,1
ORD2524,Standard,5,7,2,2317,1
ORD2525,Express,2,2,0,882,0
ORD2526,Express,2,4,2,2041,1
ORD2527,Express,2,3,1,728,0
ORD2528,Standard,5,6,1,62,0
ORD2529,Express,2,2,0,924,0
ORD2530,Express,2,4,2,1862,1
ORD2531,Standard,5,5,0,2267,1
ORD2532,Express,2,2,0,1838,1
ORD2533,Express,2,2,0,134,0
ORD2534,Express,2,3,1,891,0
ORD2535,Express,2,3,1,739,0
ORD2536,Express,2,2,0,1496,0
ORD2537,Express,2,2,0,995,0
ORD2538,Standard,5,6,1,314,0
ORD2539,Express,2,2,0,1522,1
ORD2540,Express,2,4,2,1787,1
ORD2541,Standard,5,5,0,1152,0
ORD2542,Standard,5,6,1,740,0
ORD2543,Standard,5,5,0,198,0
ORD2544,Standard,5,6,1,418,0
ORD2545,Standard,5,5,0,1075,0
ORD2546,Express,2,2,0,630,0
ORD2547,Standard,5,5,0,1727,1
ORD2548,Standard,5,5,0,2395,1
