order_id,is_returned,return_reason,return_days_after_delivery
O2423,1,QUALITY_DEFECT,1
O2424,1,NO_LONGER_NEEDED,3
O2425,1,NO_LONGER_NEEDED,4
O2426,1,QUALITY_DEFECT,6
O2427,0,NONE,0
O2428,1,NO_LONGER_NEEDED,5
O2429,0,NONE,0
O2430,0,NONE,0
O2431,1,SIZE_FIT_ISSUE,8
O2432,1,DAMAGED_IN_TRANSIT,8
O2433,0,NONE,0
O2434,0,NONE,0
O2435,0,NONE,0
O2436,1,WRONG_ITEM,6
O2437,0,NONE,0
O2438,1,QUALITY_DEFECT,5
O2439,0,NONE,0
O2440,1,NO_LONGER_NEEDED,5
O2441,0,NONE,0
O2442,1,SIZE_FIT_ISSUE,3
O2443,1,QUALITY_DEFECT,9
O2444,0,NONE,0
O2445,1,WRONG_ITEM,4
O2446,0,NONE,0
O2447,0,NONE,0
O2448,1,SIZE_FIT_ISSUE,10
O2449,1,NOT_AS_DESCRIBED,7
O2450,1,NO_LONGER_NEEDED,1
O2451,0,NONE,0
O2452,1,DAMAGED_IN_TRANSIT,10
O2453,0,NONE,0
O2454,0,NONE,0
O2455,0,NONE,0
O2456,1,NOT_AS_DESCRIBED,10
O2457,1,SIZE_FIT_ISSUE,5
O2458,1,QUALITY_DEFECT,1
O2459,0,NONE,0
O2460,0,NONE,0
O2461,0,NONE,0
O2462,0,NONE,0
O2463,1,DELIVERY_DELAY,5
O2464,1,SIZE_FIT_ISSUE,1
O2465,0,NONE,0
O2466,1,QUALITY_DEFECT,9
O2467,0,NONE,0
O2468,1,WRONG_ITEM,2
O2469,1,SIZE_FIT_ISSUE,4
O2470,0,NONE,0
O2471,1,QUALITY_DEFECT,4
O2472,0,NONE,0
O2473,1,QUALITY_DEFECT,4
O2474,0,NONE,0
O2475,0,NONE,0
O2476,1,SIZE_FIT_ISSUE,1
O2477,1,SIZE_FIT_ISSUE,9
O2478,1,WRONG_ITEM,6
O2479,0,NONE,0
O2480,0,NONE,0
O2481,0,NONE,0
O2482,1,NO_LONGER_NEEDED,10
O2483,0,NONE,0
O2484,0,NONE,0
O2485,0,NONE,0
O2486,1,SIZE_FIT_ISSUE,4
O2487,1,DAMAGED_IN_TRANSIT,1
O2488,0,NONE,0
O2489,0,NONE,0
O2490,0,NONE,0
O2491,0,NONE,0
O2492,0,NONE,0
O2493,0,NONE,0
O2494,0,NONE,0
O2495,1,SIZE_FIT_ISSUE,5
O2496,0,NONE,0
O2497,1,QUALITY_DEFECT,2
O2498,1,DAMAGED_IN_TRANSIT,10
O2499,0,NONE,0
O2500,1,WRONG_ITEM,5
O2501,0,NONE,0
O2502,0,NONE,0
O2503,0,NONE,0
O2504,0,NONE,0
O2505,0,NONE,0
O2506,0,NONE,0
O2507,0,NONE,0
O2508,1,NO_LONGER_NEEDED,2
O2509,0,NONE,0
O2510,0,NONE,0
O2511,0,NONE,0
O2512,1,SIZE_FIT_ISSUE,5
O2513,0,NONE,0
O2514,0,NONE,0
O2515,1,QUALITY_DEFECT,7
O2516,0,NONE,0
O2517,0,NONE,0
O2518,1,DAMAGED_IN_TRANSIT,6
O2519,1,DELIVERY_DELAY,4
O2520,1,DAMAGED_IN_TRANSIT,3
O2521,0,NONE,0
O2522,0,NONE,0
O2523,0,NONE,0
O2524,0,NONE,0
O2525,0,NONE,0
O2526,1,NOT_AS_DESCRIBED,6
O2527,1,NO_LONGER_NEEDED,7
O2528,0,NONE,0
O2529,1,SIZE_FIT_ISSUE,1
O2530,0,NONE,0
O2531,0,NONE,0
O2532,0,NONE,0
O2533,0,NONE,0
O2534,0,NONE,0
O2535,0,NONE,0
O2536,0,NONE,0
O2537,0,NONE,0
O2538,0,NONE,0
O2539,1,NO_LONGER_NEEDED,8
O2540,1,SIZE_FIT_ISSUE,4
O2541,0,NONE,0
O2542,0,NONE,0
O2543,0,NONE,0
O2544,0,NONE,0
O2545,0,NONE,0
O2546,0,NONE,0
O2547,0,NONE,0
O2548,0,NONE,0
O2549,1,DELIVERY_DELAY,7
O2550,1,SIZE_FIT_ISSUE,5
O2551,0,NONE,0
O2552,1,SIZE_FIT_ISSUE,2
O2553,1,SIZE_FIT_ISSUE,4
O2554,0,NONE,0
O2555,0,NONE,0
O2556,1,SIZE_FIT_ISSUE,9
O2557,1,NOT_AS_DESCRIBED,6
O2558,1,QUALITY_DEFECT,9
O2559,0,NONE,0
O2560,0,NONE,0
O2561,0,NONE,0
O2562,0,NONE,0
O2563,0,NONE,0
O2564,1,WRONG_ITEM,5
O2565,1,QUALITY_DEFECT,5
O2566,0,NONE,0
O2567,1,QUALITY_DEFECT,1
O2568,1,WRONG_ITEM,1
O2569,1,QUALITY_DEFECT,10
O2570,0,NONE,0
O2571,0,NONE,0
O2572,1,DAMAGED_IN_TRANSIT,5
O2573,1,SIZE_FIT_ISSUE,5
O2574,0,NONE,0
O2575,0,NONE,0
O2576,0,NONE,0
O2577,1,SIZE_FIT_ISSUE,1
O2578,0,NONE,0
O2579,0,NONE,0
O2580,0,NONE,0
O2581,1,NO_LONGER_NEEDED,3
O2582,0,NONE,0
O2583,0,NONE,0
O2584,1,NO_LONGER_NEEDED,10
O2585,0,NONE,0
O2586,1,SIZE_FIT_ISSUE,5
O2587,0,NONE,0
O2588,0,NONE,0
O2589,0,NONE,0
O2590,1,DAMAGED_IN_TRANSIT,6
O2591,1,SIZE_FIT_ISSUE,7
O2592,1,NO_LONGER_NEEDED,8
O2593,1,NO_LONGER_NEEDED,8
O2594,1,DELIVERY_DELAY,9
O2595,0,NONE,0
O2596,0,NONE,0
O2597,0,NONE,0
O2598,0,NONE,0
O2599,0,NONE,0
O2600,1,SIZE_FIT_ISSUE,10
O2601,0,NONE,0
O2602,1,SIZE_FIT_ISSUE,7
O2603,0,NONE,0
O2604,0,NONE,0
O2605,0,NONE,0
O2606,0,NONE,0
O2607,1,SIZE_FIT_ISSUE,3
O2608,1,NOT_AS_DESCRIBED,5
O2609,1,SIZE_FIT_ISSUE,7
O2610,0,NONE,0
O2611,1,SIZE_FIT_ISSUE,6
O2612,0,NONE,0
O2613,1,SIZE_FIT_ISSUE,6
O2614,0,NONE,0
O2615,0,NONE,0
O2616,0,NONE,0
O2617,1,SIZE_FIT_ISSUE,1
O2618,0,NONE,0
O2619,1,DAMAGED_IN_TRANSIT,1
O2620,0,NONE,0
O2621,1,NO_LONGER_NEEDED,2
O2622,0,NONE,0
O2623,1,SIZE_FIT_ISSUE,8
O2624,0,NONE,0
O2625,0,NONE,0
O2626,0,NONE,0
O2627,0,NONE,0
O2628,0,NONE,0
O2629,0,NONE,0
O2630,1,SIZE_FIT_ISSUE,2
O2631,1,NOT_AS_DESCRIBED,10
O2632,1,WRONG_ITEM,5
O2633,1,NO_LONGER_NEEDED,7
O2634,1,DAMAGED_IN_TRANSIT,5
O2635,1,DELIVERY_DELAY,7
O2636,0,NONE,0
O2637,1,NO_LONGER_NEEDED,9
O2638,0,NONE,0
O2639,0,NONE,0
O2640,0,NONE,0
O2641,0,NONE,0
O2642,1,WRONG_ITEM,2
O2643,0,NONE,0
O2644,1,SIZE_FIT_ISSUE,8
O2645,0,NONE,0
O2646,1,SIZE_FIT_ISSUE,7
O2647,0,NONE,0
O2648,1,DAMAGED_IN_TRANSIT,4
O2649,0,NONE,0
O2650,0,NONE,0
O2651,1,DAMAGED_IN_TRANSIT,3
O2652,0,NONE,0
O2653,1,SIZE_FIT_ISSUE,10
O2654,1,NO_LONGER_NEEDED,5
O2655,1,WRONG_ITEM,1
O2656,0,NONE,0
O2657,0,NONE,0
O2658,0,NONE,0
O2659,1,NO_LONGER_NEEDED,8
O2660,0,NONE,0
O2661,1,DAMAGED_IN_TRANSIT,2
O2662,1,WRONG_ITEM,2
O2663,0,NONE,0
O2664,0,NONE,0
O2665,0,NONE,0
O2666,0,NONE,0
O2667,0,NONE,0
O2668,0,NONE,0
O2669,1,DAMAGED_IN_TRANSIT,8
O2670,1,DAMAGED_IN_TRANSIT,4
O2671,1,SIZE_FIT_ISSUE,7
O2672,1,SIZE_FIT_ISSUE,10
O2673,1,NO_LONGER_NEEDED,2
O2674,0,NONE,0
O2675,1,NO_LONGER_NEEDED,10
O2676,0,NONE,0
O2677,1,SIZE_FIT_ISSUE,3
O2678,0,NONE,0
O2679,0,NONE,0
O2680,1,NO_LONGER_NEEDED,1
O2681,0,NONE,0
O2682,0,NONE,0
O2683,1,SIZE_FIT_ISSUE,5
O2684,0,NONE,0
O2685,1,WRONG_ITEM,6
O2686,0,NONE,0
O2687,0,NONE,0
O2688,1,SIZE_FIT_ISSUE,4
O2689,1,DAMAGED_IN_TRANSIT,4
O2690,0,NONE,0
O2691,0,NONE,0
O2692,0,NONE,0
O2693,0,NONE,0
O2694,0,NONE,0
O2695,1,WRONG_ITEM,4
O2696,1,SIZE_FIT_ISSUE,9
O2697,0,NONE,0
O2698,0,NONE,0
O2699,0,NONE,0
O2700,0,NONE,0
O2701,1,SIZE_FIT_ISSUE,10
O2702,1,SIZE_FIT_ISSUE,2
O2703,1,WRONG_ITEM,9
O2704,0,NONE,0
O2705,0,NONE,0
O2706,1,SIZE_FIT_ISSUE,8
O2707,0,NONE,0
O2708,0,NONE,0
O2709,1,SIZE_FIT_ISSUE,7
O2710,0,NONE,0
O2711,0,NONE,0
O2712,0,NONE,0
O2713,1,WRONG_ITEM,2
O2714,0,NONE,0
O2715,0,NONE,0
O2716,1,SIZE_FIT_ISSUE,3
O2717,1,SIZE_FIT_ISSUE,6
O2718,0,NONE,0
O2719,0,NONE,0
O2720,0,NONE,0
O2721,1,SIZE_FIT_ISSUE,9
O2722,0,NONE,0
O2723,0,NONE,0
O2724,0,NONE,0
O2725,0,NONE,0
O2726,0,NONE,0
O2727,1,WRONG_ITEM,8
O2728,0,NONE,0
O2729,0,NONE,0
O2730,0,NONE,0
O2731,1,NO_LONGER_NEEDED,3
O2732,0,NONE,0
O2733,1,SIZE_FIT_ISSUE,4
O2734,0,NONE,0
O2735,1,SIZE_FIT_ISSUE,5
O2736,0,NONE,0
O2737,1,DELIVERY_DELAY,4
O2738,0,NONE,0
O2739,1,QUALITY_DEFECT,10
O2740,1,SIZE_FIT_ISSUE,7
O2741,1,NOT_AS_DESCRIBED,1
O2742,1,NO_LONGER_NEEDED,4
O2743,1,WRONG_ITEM,2
O2744,1,NO_LONGER_NEEDED,2
O2745,1,SIZE_FIT_ISSUE,5
O2746,0,NONE,0
O2747,0,NONE,0
O2748,0,NONE,0
O2749,1,QUALITY_DEFECT,9
O2750,0,NONE,0
O2751,0,NONE,0
O2752,1,NO_LONGER_NEEDED,9
O2753,1,SIZE_FIT_ISSUE,4
O2754,1,SIZE_FIT_ISSUE,4
O2755,0,NONE,0
O2756,0,NONE,0
O2757,0,NONE,0
O2758,0,NONE,0
O2759,0,NONE,0
O2760,1,NO_LONGER_NEEDED,4
O2761,0,NONE,0
O2762,1,NOT_AS_DESCRIBED,8
O2763,0,NONE,0
O2764,0,NONE,0
O2765,0,NONE,0
O2766,0,NONE,0
O2767,0,NONE,0
O2768,0,NONE,0
O2769,0,NONE,0
O2770,0,NONE,0
O2771,0,NONE,0
O2772,0,NONE,0
O2773,1,SIZE_FIT_ISSUE,4
O2774,1,NO_LONGER_NEEDED,7
O2775,0,NONE,0
O2776,1,SIZE_FIT_ISSUE,2
O2777,0,NONE,0
O2778,1,QUALITY_DEFECT,10
O2779,1,NOT_AS_DESCRIBED,8
O2780,0,NONE,0
O2781,0,NONE,0
O2782,0,NONE,0
O2783,1,SIZE_FIT_ISSUE,5
O2784,1,QUALITY_DEFECT,1
O2785,0,NONE,0
O2786,0,NONE,0
O2787,0,NONE,0
O2788,0,NONE,0
O2789,0,NONE,0
O2790,1,QUALITY_DEFECT,2
O2791,1,SIZE_FIT_ISSUE,8
O2792,0,NONE,0
O2793,0,NONE,0
O2794,0,NONE,0
O2795,0,NONE,0
O2796,0,NONE,0
O2797,1,QUALITY_DEFECT,9
O2798,0,NONE,0
O2799,1,WRONG_ITEM,9
O2800,0,NONE,0
O2801,0,NONE,0
O2802,0,NONE,0
O2803,0,NONE,0
O2804,0,NONE,0
O2805,1,DAMAGED_IN_TRANSIT,1
O2806,1,WRONG_ITEM,6
O2807,0,NONE,0
O2808,0,NONE,0
O2809,1,WRONG_ITEM,4
O2810,0,NONE,0
O2811,1,SIZE_FIT_ISSUE,4
O2812,1,WRONG_ITEM,10
O2813,0,NONE,0
O2814,1,WRONG_ITEM,3
O2815,1,QUALITY_DEFECT,10
O2816,0,NONE,0
O2817,0,NONE,0
O2818,0,NONE,0
O2819,0,NONE,0
O2820,0,NONE,0
O2821,0,NONE,0
O2822,1,DELIVERY_DELAY,1
O2823,0,NONE,0
O2824,1,SIZE_FIT_ISSUE,8
O2825,1,NO_LONGER_NEEDED,6
O2826,0,NONE,0
O2827,1,DAMAGED_IN_TRANSIT,2
O2828,1,DAMAGED_IN_TRANSIT,9
O2829,1,SIZE_FIT_ISSUE,9
O2830,0,NONE,0
O2831,1,SIZE_FIT_ISSUE,5
O2832,0,NONE,0
O2833,0,NONE,0
O2834,0,NONE,0
O2835,0,NONE,0
O2836,1,NO_LONGER_NEEDED,3
O2837,0,NONE,0
O2838,0,NONE,0
O2839,1,DAMAGED_IN_TRANSIT,8
O2840,1,WRONG_ITEM,10
O2841,0,NONE,0
O2842,0,NONE,0
O2843,0,NONE,0
O2844,1,DAMAGED_IN_TRANSIT,3
O2845,1,DELIVERY_DELAY,5
O2846,0,NONE,0
O2847,0,NONE,0
O2848,1,SIZE_FIT_ISSUE,10
O2849,1,SIZE_FIT_ISSUE,3
O2850,0,NONE,0
O2851,0,NONE,0
O2852,0,NONE,0
O2853,1,SIZE_FIT_ISSUE,2
O2854,0,NONE,0
O2855,0,NONE,0
O2856,1,SIZE_FIT_ISSUE,3
O2857,1,SIZE_FIT_ISSUE,4
O2858,0,NONE,0
O2859,1,SIZE_FIT_ISSUE,9
O2860,1,SIZE_FIT_ISSUE,3
O2861,0,NONE,0
O2862,1,SIZE_FIT_ISSUE,4
O2863,1,WRONG_ITEM,4
O2864,1,NOT_AS_DESCRIBED,2
O2865,0,NONE,0
O2866,0,NONE,0
O2867,0,NONE,0
O2868,1,WRONG_ITEM,5
O2869,0,NONE,0
O2870,1,NO_LONGER_NEEDED,7
O2871,1,SIZE_FIT_ISSUE,6
O2872,0,NONE,0
O2873,1,WRONG_ITEM,8
O2874,1,NO_LONGER_NEEDED,8
O2875,1,QUALITY_DEFECT,5
O2876,0,NONE,0
O2877,1,QUALITY_DEFECT,5
O2878,0,NONE,0
O2879,0,NONE,0
O2880,0,NONE,0
O2881,1,SIZE_FIT_ISSUE,1
O2882,0,NONE,0
O2883,1,NO_LONGER_NEEDED,4
O2884,1,SIZE_FIT_ISSUE,7
O2885,0,NONE,0
O2886,0,NONE,0
O2887,0,NONE,0
O2888,0,NONE,0
O2889,1,DAMAGED_IN_TRANSIT,1
O2890,1,SIZE_FIT_ISSUE,1
O2891,1,SIZE_FIT_ISSUE,4
O2892,1,WRONG_ITEM,4
O2893,0,NONE,0
O2894,0,NONE,0
O2895,1,NO_LONGER_NEEDED,6
O2896,0,NONE,0
O2897,0,NONE,0
O2898,0,NONE,0
O2899,0,NONE,0
O2900,0,NONE,0
O2901,1,SIZE_FIT_ISSUE,5
O2902,0,NONE,0
O2903,0,NONE,0
O2904,0,NONE,0
O2905,0,NONE,0
O2906,0,NONE,0
O2907,0,NONE,0
O2908,0,NONE,0
O2909,1,DAMAGED_IN_TRANSIT,4
O2910,1,NO_LONGER_NEEDED,5
O2911,1,DAMAGED_IN_TRANSIT,9
O2912,1,WRONG_ITEM,3
O2913,0,NONE,0
O2914,1,SIZE_FIT_ISSUE,3
O2915,0,NONE,0
O2916,1,SIZE_FIT_ISSUE,5
O2917,1,NO_LONGER_NEEDED,6
O2918,1,QUALITY_DEFECT,6
O2919,1,NO_LONGER_NEEDED,7
O2920,0,NONE,0
O2921,0,NONE,0
O2922,1,SIZE_FIT_ISSUE,2
O2923,0,NONE,0
O2924,1,DAMAGED_IN_TRANSIT,5
O2925,1,SIZE_FIT_ISSUE,3
O2926,0,NONE,0
O2927,0,NONE,0
O2928,0,NONE,0
O2929,0,NONE,0
O2930,1,WRONG_ITEM,2
O2931,1,DAMAGED_IN_TRANSIT,10
O2932,1,QUALITY_DEFECT,5
O2933,0,NONE,0
O2934,1,NO_LONGER_NEEDED,7
O2935,1,SIZE_FIT_ISSUE,9
O2936,0,NONE,0
O2937,1,SIZE_FIT_ISSUE,5
O2938,1,WRONG_ITEM,7
O2939,0,NONE,0
O2940,0,NONE,0
O2941,0,NONE,0
O2942,0,NONE,0
O2943,1,SIZE_FIT_ISSUE,8
O2944,0,NONE,0
O2945,0,NONE,0
O2946,0,NONE,0
O2947,0,NONE,0
O2948,1,SIZE_FIT_ISSUE,10
O2949,1,SIZE_FIT_ISSUE,5
O2950,0,NONE,0
O2951,0,NONE,0
O2952,0,NONE,0
O2953,0,NONE,0
O2954,0,NONE,0
O2955,0,NONE,0
O2956,0,NONE,0
O2957,1,DAMAGED_IN_TRANSIT,2
O2958,0,NONE,0
O2959,1,WRONG_ITEM,8
O2960,0,NONE,0
O2961,0,NONE,0
O2962,1,WRONG_ITEM,9
O2963,0,NONE,0
O2964,0,NONE,0
O2965,0,NONE,0
O2966,0,NONE,0
O2967,0,NONE,0
O2968,1,SIZE_FIT_ISSUE,9
O2969,0,NONE,0
O2970,1,NO_LONGER_NEEDED,1
O2971,1,NO_LONGER_NEEDED,10
O2972,0,NONE,0
O2973,0,NONE,0
O2974,1,SIZE_FIT_ISSUE,6
O2975,1,QUALITY_DEFECT,1
O2976,0,NONE,0
O2977,0,NONE,0
O2978,1,SIZE_FIT_ISSUE,8
O2979,0,NONE,0
O2980,1,QUALITY_DEFECT,2
O2981,1,SIZE_FIT_ISSUE,9
O2982,1,DAMAGED_IN_TRANSIT,8
O2983,1,SIZE_FIT_ISSUE,6
O2984,1,QUALITY_DEFECT,6
O2985,1,NOT_AS_DESCRIBED,2
O2986,1,SIZE_FIT_ISSUE,2
O2987,0,NONE,0
O2988,1,SIZE_FIT_ISSUE,5
O2989,1,NO_LONGER_NEEDED,2
O2990,0,NONE,0
O2991,0,NONE,0
O2992,0,NONE,0
O2993,0,NONE,0
O2994,1,WRONG_ITEM,10
O2995,0,NONE,0
O2996,1,SIZE_FIT_ISSUE,10
O2997,1,SIZE_FIT_ISSUE,6
O2998,0,NONE,0
O2999,0,NONE,0
O3000,1,DAMAGED_IN_TRANSIT,3
O3001,0,NONE,0
O3002,0,NONE,0
O3003,0,NONE,0
O3004,1,SIZE_FIT_ISSUE,7
O3005,0,NONE,0
O3006,1,SIZE_FIT_ISSUE,8
O3007,0,NONE,0
O3008,0,NONE,0
O3009,0,NONE,0
O3010,0,NONE,0
O3011,0,NONE,0
O3012,1,NOT_AS_DESCRIBED,10
O3013,1,SIZE_FIT_ISSUE,2
O3014,0,NONE,0
O3015,1,NOT_AS_DESCRIBED,10
O3016,1,SIZE_FIT_ISSUE,9
O3017,0,NONE,0
O3018,1,QUALITY_DEFECT,8
O3019,0,NONE,0
O3020,0,NONE,0
O3021,0,NONE,0
O3022,0,NONE,0
O3023,0,NONE,0
O3024,1,WRONG_ITEM,3
O3025,1,WRONG_ITEM,10
O3026,0,NONE,0
O3027,1,SIZE_FIT_ISSUE,2
O3028,0,NONE,0
O3029,1,SIZE_FIT_ISSUE,6
O3030,0,NONE,0
O3031,1,DAMAGED_IN_TRANSIT,4
O3032,1,SIZE_FIT_ISSUE,4
O3033,1,WRONG_ITEM,2
O3034,0,NONE,0
O3035,0,NONE,0
O3036,0,NONE,0
O3037,0,NONE,0
O3038,0,NONE,0
O3039,1,SIZE_FIT_ISSUE,9
O3040,1,SIZE_FIT_ISSUE,5
O3041,1,NOT_AS_DESCRIBED,3
O3042,1,WRONG_ITEM,1
O3043,0,NONE,0
O3044,0,NONE,0
O3045,1,NOT_AS_DESCRIBED,7
O3046,0,NONE,0
O3047,0,NONE,0
O3048,1,SIZE_FIT_ISSUE,3
O3049,0,NONE,0
O3050,0,NONE,0
O3051,0,NONE,0
O3052,1,SIZE_FIT_ISSUE,10
O3053,1,SIZE_FIT_ISSUE,9
O3054,0,NONE,0
O3055,0,NONE,0
O3056,0,NONE,0
O3057,1,SIZE_FIT_ISSUE,1
O3058,0,NONE,0
O3059,1,SIZE_FIT_ISSUE,6
O3060,0,NONE,0
O3061,0,NONE,0
O3062,0,NONE,0
O3063,0,NONE,0
O3064,1,NO_LONGER_NEEDED,4
O3065,0,NONE,0
O3066,0,NONE,0
O3067,1,SIZE_FIT_ISSUE,5
O3068,0,NONE,0
O3069,0,NONE,0
O3070,1,DAMAGED_IN_TRANSIT,5
O3071,0,NONE,0
O3072,0,NONE,0
O3073,1,DAMAGED_IN_TRANSIT,6
O3074,0,NONE,0
O3075,0,NONE,0
O3076,1,NO_LONGER_NEEDED,1
O3077,0,NONE,0
O3078,0,NONE,0
O3079,0,NONE,0
O3080,1,QUALITY_DEFECT,3
O3081,0,NONE,0
O3082,1,NO_LONGER_NEEDED,7
O3083,0,NONE,0
O3084,0,NONE,0
O3085,0,NONE,0
O3086,1,SIZE_FIT_ISSUE,9
O3087,1,SIZE_FIT_ISSUE,7
O3088,0,NONE,0
O3089,0,NONE,0
O3090,0,NONE,0
O3091,0,NONE,0
O3092,0,NONE,0
O3093,0,NONE,0
O3094,0,NONE,0
O3095,0,NONE,0
O3096,0,NONE,0
O3097,0,NONE,0
O3098,1,DAMAGED_IN_TRANSIT,5
O3099,1,NO_LONGER_NEEDED,8
O3100,1,WRONG_ITEM,5
O3101,0,NONE,0
O3102,1,SIZE_FIT_ISSUE,10
O3103,1,DELIVERY_DELAY,4
O3104,1,WRONG_ITEM,3
O3105,1,SIZE_FIT_ISSUE,6
O3106,1,WRONG_ITEM,4
O3107,0,NONE,0
O3108,0,NONE,0
O3109,1,WRONG_ITEM,3
O3110,1,DAMAGED_IN_TRANSIT,3
O3111,0,NONE,0
O3112,0,NONE,0
O3113,1,SIZE_FIT_ISSUE,8
O3114,0,NONE,0
O3115,0,NONE,0
O3116,1,DELIVERY_DELAY,6
O3117,0,NONE,0
O3118,0,NONE,0
O3119,1,WRONG_ITEM,9
O3120,0,NONE,0
O3121,1,WRONG_ITEM,6
O3122,1,NO_LONGER_NEEDED,1
O3123,0,NONE,0
O3124,0,NONE,0
O3125,1,NOT_AS_DESCRIBED,6
O3126,0,NONE,0
O3127,1,SIZE_FIT_ISSUE,6
O3128,0,NONE,0
O3129,0,NONE,0
O3130,0,NONE,0
O3131,0,NONE,0
O3132,1,NO_LONGER_NEEDED,7
O3133,1,DAMAGED_IN_TRANSIT,6
O3134,0,NONE,0
O3135,1,WRONG_ITEM,7
O3136,0,NONE,0
O3137,0,NONE,0
O3138,0,NONE,0
O3139,1,DELIVERY_DELAY,3
O3140,0,NONE,0
O3141,1,QUALITY_DEFECT,5
O3142,0,NONE,0
O3143,1,SIZE_FIT_ISSUE,2
O3144,1,SIZE_FIT_ISSUE,1
O3145,1,SIZE_FIT_ISSUE,9
O3146,0,NONE,0
O3147,0,NONE,0
O3148,0,NONE,0
O3149,1,SIZE_FIT_ISSUE,4
O3150,0,NONE,0
O3151,1,NO_LONGER_NEEDED,1
O3152,0,NONE,0
O3153,0,NONE,0
O3154,0,NONE,0
O3155,1,NOT_AS_DESCRIBED,8
O3156,1,SIZE_FIT_ISSUE,1
O3157,1,NO_LONGER_NEEDED,7
O3158,0,NONE,0
O3159,1,NO_LONGER_NEEDED,5
O3160,1,WRONG_ITEM,9
O3161,1,SIZE_FIT_ISSUE,10
O3162,0,NONE,0
O3163,1,DAMAGED_IN_TRANSIT,1
O3164,0,NONE,0
O3165,0,NONE,0
O3166,1,NO_LONGER_NEEDED,3
O3167,0,NONE,0
O3168,0,NONE,0
O3169,0,NONE,0
O3170,0,NONE,0
O3171,0,NONE,0
O3172,1,SIZE_FIT_ISSUE,3
O3173,0,NONE,0
O3174,0,NONE,0
O3175,1,QUALITY_DEFECT,4
O3176,1,SIZE_FIT_ISSUE,7
O3177,0,NONE,0
O3178,0,NONE,0
O3179,1,WRONG_ITEM,10
O3180,0,NONE,0
O3181,0,NONE,0
O3182,1,SIZE_FIT_ISSUE,6
O3183,1,DAMAGED_IN_TRANSIT,2
O3184,0,NONE,0
O3185,1,WRONG_ITEM,4
O3186,0,NONE,0
O3187,0,NONE,0
O3188,0,NONE,0
O3189,1,QUALITY_DEFECT,4
O3190,1,SIZE_FIT_ISSUE,8
O3191,0,NONE,0
O3192,1,SIZE_FIT_ISSUE,7
O3193,0,NONE,0
O3194,0,NONE,0
O3195,0,NONE,0
O3196,1,SIZE_FIT_ISSUE,8
O3197,0,NONE,0
O3198,1,SIZE_FIT_ISSUE,5
O3199,1,SIZE_FIT_ISSUE,10
O3200,0,NONE,0
O3201,1,SIZE_FIT_ISSUE,6
O3202,0,NONE,0
O3203,0,NONE,0
O3204,1,QUALITY_DEFECT,3
O3205,0,NONE,0
O3206,0,NONE,0
O3207,0,NONE,0
O3208,1,WRONG_ITEM,10
O3209,0,NONE,0
O3210,1,NO_LONGER_NEEDED,5
O3211,1,WRONG_ITEM,8
O3212,1,SIZE_FIT_ISSUE,10
O3213,0,NONE,0
O3214,0,NONE,0
O3215,0,NONE,0
O3216,0,NONE,0
O3217,1,DAMAGED_IN_TRANSIT,6
O3218,0,NONE,0
O3219,1,NO_LONGER_NEEDED,7
O3220,0,NONE,0
O3221,0,NONE,0
O3222,0,NONE,0
O3223,1,DAMAGED_IN_TRANSIT,1
O3224,0,NONE,0
O3225,0,NONE,0
O3226,0,NONE,0
O3227,1,WRONG_ITEM,4
O3228,1,SIZE_FIT_ISSUE,9
O3229,0,NONE,0
O3230,1,WRONG_ITEM,3
O3231,0,NONE,0
O3232,0,NONE,0
O3233,0,NONE,0
O3234,0,NONE,0
O3235,1,QUALITY_DEFECT,2
O3236,0,NONE,0
O3237,0,NONE,0
O3238,1,SIZE_FIT_ISSUE,3
O3239,0,NONE,0
O3240,1,DELIVERY_DELAY,5
O3241,1,QUALITY_DEFECT,4
O3242,0,NONE,0
O3243,0,NONE,0
O3244,0,NONE,0
O3245,0,NONE,0
O3246,1,SIZE_FIT_ISSUE,4
O3247,1,NO_LONGER_NEEDED,2
O3248,0,NONE,0
O3249,0,NONE,0
O3250,0,NONE,0
O3251,1,SIZE_FIT_ISSUE,10
O3252,1,NO_LONGER_NEEDED,7
O3253,1,SIZE_FIT_ISSUE,7
O3254,1,NO_LONGER_NEEDED,4
O3255,1,SIZE_FIT_ISSUE,10
O3256,0,NONE,0
O3257,0,NONE,0
O3258,0,NONE,0
O3259,0,NONE,0
O3260,1,NO_LONGER_NEEDED,7
O3261,0,NONE,0
O3262,0,NONE,0
O3263,1,WRONG_ITEM,4
O3264,0,NONE,0
O3265,0,NONE,0
O3266,1,SIZE_FIT_ISSUE,6
O3267,0,NONE,0
O3268,0,NONE,0
O3269,0,NONE,0
O3270,0,NONE,0
O3271,0,NONE,0
O3272,0,NONE,0
O3273,0,NONE,0
O3274,1,QUALITY_DEFECT,2
O3275,0,NONE,0
O3276,0,NONE,0
O3277,1,SIZE_FIT_ISSUE,1
O3278,1,NO_LONGER_NEEDED,1
O3279,1,NO_LONGER_NEEDED,9
O3280,0,NONE,0
O3281,1,NO_LONGER_NEEDED,2
O3282,1,WRONG_ITEM,6
O3283,0,NONE,0
O3284,0,NONE,0
O3285,0,NONE,0
O3286,0,NONE,0
O3287,0,NONE,0
O3288,0,NONE,0
O3289,1,SIZE_FIT_ISSUE,2
O3290,0,NONE,0
O3291,0,NONE,0
O3292,0,NONE,0
O3293,0,NONE,0
O3294,0,NONE,0
